,DT predictions,RF predictions,GB predictions,ET predictions,Ensemble of the four ,Real values
2487,6.299999999999998,6.300099999999998,6.285146419091932,6.3025999999999955,6.296961604772981,6.3
14393,4.0,3.947000000000001,4.696485657829245,3.6264000000000003,4.067471414457311,1.0
10021,6.05,6.054799999999996,6.152786732126654,6.052699999999996,6.077571683031662,6.05
2182,4.88,4.551900000000001,5.031571411510033,4.702700000000002,4.791542852877509,3.47
14392,0.0,0.226,1.08697534751457,3.7706999999999993,1.2709188368786424,0.0
2616,8.13,8.130399999999996,8.105793600574678,8.130399999999996,8.124148400143667,8.13
5364,5.900000000000001,5.899899999999989,5.843809937793996,5.896499999999994,5.8850524844484955,5.9
4441,6.39,5.4183,5.6699242417339,5.305000000000002,5.695806060433475,5.03
2879,6.610000000000005,6.61000000000001,6.573043467088876,6.60900000000001,6.600510866772225,6.61
6211,7.53,7.531499999999983,7.520990480721052,7.530999999999983,7.528372620180255,7.53
7284,6.34,6.468400000000002,6.488455089086332,6.507900000000004,6.451188772271585,6.44
13869,3.95,4.326800000000001,4.292176277197819,4.2686,4.209394069299455,2.86
4013,7.32,7.320800000000012,7.370643052841691,7.32500000000001,7.334110763210429,7.32
13098,5.829999999999999,5.8302,5.815871540848628,5.762899999999999,5.809742885212157,5.83
11840,3.65,4.276899999999999,5.178720595011975,4.254599999999997,4.340055148752993,4.59
8486,6.59,5.4136,5.2930036871502635,5.961799999999998,5.814600921787566,7.05
10362,6.21,6.633499999999998,6.315209361415918,6.584700000000002,6.435852340353979,5.7
8289,4.0,4.015800000000004,4.863878349368645,4.104800000000002,4.246119587342163,4.08
9466,6.7,6.313699999999999,6.459005275444295,6.795399999999997,6.567026318861073,7.14
1498,7.310000000000001,7.309999999999985,7.329624195401287,7.309899999999986,7.314881048850315,7.31
9782,5.76,5.437600000000003,4.928351870110405,5.484400000000003,5.402587967527603,4.76
9188,6.19,6.190100000000008,6.144246040389491,6.175400000000003,6.174936510097376,6.19
14348,4.79,4.609300000000001,4.794755680951322,4.2114999999999965,4.60138892023783,7.88
8746,7.45,6.516600000000002,5.547803979374223,6.846900000000001,6.590325994843557,7.0
7372,5.58,5.832899999999998,5.621386926795553,5.763,5.699321731698888,5.44
10753,7.51,7.509999999999994,7.42265434976812,7.510499999999992,7.488288587442026,7.51
2055,6.060000000000001,6.059699999999993,6.1347748804561935,6.060499999999994,6.078743720114045,6.06
11059,6.58,6.580000000000005,6.58761894142734,6.581200000000004,6.582204735356838,6.58
2058,6.240000000000001,6.239900000000007,6.1897025533826815,6.238300000000006,6.226975638345674,6.24
3465,6.610000000000005,6.609700000000011,6.558311854240874,6.606400000000011,6.5961029635602255,6.61
7744,6.240000000000001,6.240000000000006,6.2582601483774285,6.239700000000007,6.24449003709436,6.24
9338,6.22,6.221100000000014,6.308188973535681,6.222600000000013,6.242972243383927,6.22
8240,6.8000000000000025,6.799999999999995,6.775261074671478,6.800899999999995,6.794040268667868,6.8
7932,5.53,5.535799999999997,5.381120259478254,5.5349999999999975,5.495480064869562,5.54
12101,6.2299999999999995,6.230000000000009,6.283900572109086,6.2311000000000085,6.243750143027276,6.23
2909,6.44,6.44000000000001,6.460956632253557,6.440200000000009,6.445289158063393,6.44
12943,5.31,5.319099999999996,5.184869173626784,5.321799999999997,5.283942293406694,5.32
483,6.710000000000001,6.710000000000003,6.739973646718235,6.710200000000002,6.717543411679561,6.71
12923,6.35,6.418099999999998,6.546824153161211,6.440100000000002,6.438756038290302,7.17
13191,4.78,4.570699999999998,4.615059986905162,4.514999999999998,4.620189996726289,3.79
7224,6.830000000000005,6.830000000000007,6.824344214663706,6.832200000000007,6.829136053665931,6.83
6072,7.28,7.279999999999983,7.254270482195049,7.278999999999984,7.273317620548754,7.28
8973,7.98,7.978800000000011,7.900584558611321,7.978100000000012,7.959371139652836,7.98
3752,5.47,5.274000000000004,5.65767078866363,5.196100000000006,5.3994426971659095,5.04
6355,5.930000000000001,5.928699999999999,5.897625889828914,5.9261,5.920606472457228,5.93
8559,7.32,7.318900000000009,7.357364022637505,7.317000000000008,7.328316005659381,7.32
11286,5.28,5.279999999999997,5.372118765533927,5.2713999999999945,5.30087969138348,5.28
3800,6.990000000000001,6.990000000000006,6.970728110476099,6.982000000000007,6.983182027619028,6.99
3467,7.05,6.046099999999998,5.845372315698402,5.751199999999998,6.173168078924599,7.67
7487,6.0,5.9999,5.9902599802197685,5.967599999999999,5.989439995054942,6.0
4549,6.46,6.551399999999998,6.438693407859047,6.8168999999999995,6.566748351964761,7.12
6395,6.830000000000005,6.830000000000007,6.8145614780369055,6.829000000000007,6.8258903695092314,6.83
13097,6.480000000000002,6.477500000000012,6.477176934533119,6.4760000000000115,6.477669233633286,6.48
2347,5.89,5.740700000000004,5.862939789880108,5.679500000000001,5.7932849474700285,5.44
11350,3.53,5.396800000000001,5.523665688267979,5.492400000000001,4.985716422066995,5.82
12707,6.950000000000002,6.950000000000006,6.97570198240234,6.951200000000007,6.956725495600589,6.95
3546,5.9,5.8645999999999985,5.881852396771153,5.818000000000003,5.8661130991927894,6.45
5195,5.21,5.213800000000001,5.13944118264083,5.205799999999998,5.192260295660207,5.21
9349,6.96,6.960500000000004,6.940977552940813,6.960700000000006,6.955544388235206,6.96
12773,6.97,6.970600000000016,6.890156319798475,6.9732000000000145,6.9509890799496254,6.97
1414,7.64,7.640199999999989,7.634070899683581,7.643099999999989,7.63934272492089,7.64
499,6.17,6.166600000000001,6.296215055527758,6.1656,6.19960376388194,6.16
668,7.230000000000003,7.23000000000001,7.176593038157682,7.23000000000001,7.216648259539427,7.23
9027,6.7299999999999995,6.72850000000001,6.719544667801311,6.727800000000013,6.726461166950333,6.73
7603,7.400000000000004,7.399999999999986,7.4057006508522285,7.399999999999988,7.401425162713052,7.4
4194,6.32,6.319900000000002,6.326822788099792,6.320200000000003,6.321730697024949,6.32
13923,6.57,6.5700000000000065,6.513206283991137,6.560700000000005,6.553476570997788,6.57
2485,7.380000000000001,7.380699999999996,7.357849276987324,7.380099999999996,7.374662319246829,7.38
11471,6.160000000000001,6.159900000000005,6.136365284398477,6.159500000000003,6.153941321099621,6.16
9353,5.69,5.688800000000003,5.527706935722567,5.6914000000000025,5.649476733930643,5.69
303,6.879999999999998,6.879999999999996,6.885134045878929,6.881799999999995,6.881733511469729,6.88
4561,4.79,5.943199999999998,5.7828993852701345,5.461599999999999,5.494424846317532,6.0
1703,6.5500000000000025,6.549999999999996,6.617740905564301,6.548999999999995,6.5666852263910735,6.55
4401,5.83,6.196100000000001,6.178607418590559,6.3285,6.133301854647639,6.6
4871,6.590000000000002,6.591300000000001,6.518129829705974,6.589300000000001,6.572182457426495,6.59
11112,7.25,7.25,7.223113138001965,7.248500000000002,7.242903284500491,7.25
3989,6.97,6.970000000000017,6.959707402795626,6.968900000000016,6.967151850698914,6.97
11780,7.110000000000005,7.109200000000011,7.035415189414162,7.109600000000011,7.091053797353547,7.11
11175,4.08,3.9775000000000005,4.1171554263362395,4.072200000000001,4.061713856584061,4.06
13988,5.43,5.946999999999999,5.809548614419897,5.4221,5.652162153604974,5.29
12777,5.68,5.674100000000001,5.615965988877306,5.720700000000002,5.672691497219327,5.68
4828,6.32,6.320000000000005,6.250815249571127,6.320200000000004,6.302753812392783,6.32
3611,5.36,6.075100000000003,6.012578692996767,6.087200000000004,5.8837196732491925,6.11
4459,5.58,5.609399999999997,5.583701608709601,5.4403999999999995,5.5533754021774,5.2
5729,6.770000000000002,6.769899999999991,6.791105758882271,6.767299999999991,6.774576439720564,6.77
13236,5.31,5.260800000000001,5.402063603178405,5.360400000000002,5.333315900794602,5.31
4012,5.67,5.604099999999999,5.059610683392546,5.4053999999999975,5.434777670848136,4.89
14236,4.0,4.393100000000001,4.4116916813787785,4.534700000000001,4.334872920344695,6.67
7163,5.75,6.446300000000003,5.962828253440255,7.902800000000005,6.515482063360066,6.71
9713,6.950000000000002,6.950400000000006,6.973056538684868,6.955000000000005,6.957114134671221,6.95
5844,6.53,6.529999999999984,6.555392192005706,6.53149999999999,6.53672304800142,6.53
3881,7.270000000000001,7.26999999999999,7.240537794893979,7.27009999999999,7.26265944872349,7.27
1068,7.540000000000003,7.539699999999994,7.497516338979057,7.5426999999999955,7.529979084744762,7.55
10243,5.71,5.7103999999999955,5.520066072476353,5.706999999999997,5.661866518119086,5.71
14346,6.22,4.897999999999999,5.803574722556981,5.375699999999998,5.574318680639244,6.25
2470,6.870000000000003,6.870000000000004,6.905778604498876,6.869700000000003,6.87886965112472,6.87
13089,6.83,5.5893,5.481772170118319,5.538499999999999,5.859893042529579,6.06
12130,6.46,6.46,6.442797632633046,6.459,6.455449408158262,6.46
553,4.86,4.825700000000005,4.812419382264645,4.852400000000004,4.8376298455661635,4.86
8331,6.990000000000001,6.990000000000006,6.984330276721762,6.989300000000006,6.988407569180444,6.99
12473,7.05,7.049999999999994,7.025715513827361,7.049899999999993,7.043903878456837,7.05
14335,4.5,5.5212,5.266373895717538,5.744699999999999,5.258068473929384,6.8
3859,7.72,7.720700000000018,7.74205606208328,7.7239000000000155,7.726664015520828,7.72
3090,6.15,6.15049999999999,6.137313266996024,6.1524999999999945,6.147578316749003,6.15
8440,4.68,5.854599999999998,5.292157928591444,5.749799999999999,5.39413948214786,5.58
10291,7.0600000000000005,7.059999999999986,7.087031695986282,7.057799999999987,7.066207923996563,7.06
13648,6.78,6.779999999999983,6.830413742935622,6.779899999999983,6.792578435733898,6.78
2611,5.37,5.880800000000002,5.8071452079844335,6.020800000000004,5.76968630199611,5.58
13251,4.88,5.2212,5.261516426732632,5.327599999999999,5.172579106683157,4.38
7273,5.86,5.828800000000009,5.810261417824081,5.806200000000005,5.826315354456024,5.86
5426,7.09,6.996899999999999,6.71584238120803,7.0077999999999925,6.952635595302006,6.59
13324,6.69,5.9521000000000015,5.808806420020349,6.200900000000002,6.162951605005088,6.5
11487,0.0,0.0,0.1905004727095207,0.0,0.047625118177380174,0.0
420,8.23,8.229300000000013,8.179480434810678,8.230500000000012,8.217320108702676,8.23
7448,7.88,7.879499999999997,7.8799051531268836,7.878499999999997,7.879476288281719,7.88
4629,4.48,4.521099999999994,4.68324795497058,4.525299999999996,4.552411988742643,4.53
6649,6.299999999999998,6.299999999999998,6.268362915129733,6.299299999999999,6.291915728782432,6.3
1496,5.63,5.629999999999996,5.4785268715500095,5.594799999999999,5.583331717887502,5.63
1047,5.57,5.5689,5.620842572006729,5.5703,5.582510643001682,5.57
11226,4.5,5.5889,5.608504586143708,5.804500000000002,5.375476146535927,6.67
8423,7.039999999999999,7.0399999999999965,6.967463653298627,7.040299999999997,7.021940913324654,7.04
856,7.25,7.25,7.244103621317661,7.2494000000000005,7.248375905329416,7.25
9483,7.3500000000000005,7.350000000000014,7.324521687411131,7.350000000000012,7.343630421852789,7.35
3463,6.69,6.7554,6.622472788327875,6.834000000000004,6.72546819708197,6.59
7670,5.66,5.639299999999994,5.700472166290763,5.641999999999997,5.660443041572688,5.65
8546,6.44,6.479600000000008,5.975206167606644,6.545500000000005,6.360076541901664,5.19
12792,7.31,7.110999999999997,6.712247020305498,7.092899999999998,7.0565367550763725,7.24
8295,6.5,5.5301,5.642037099023767,5.989999999999998,5.915534274755942,4.6
5494,6.45,6.3088999999999995,6.099038532819924,6.437800000000002,6.323934633204982,6.38
12013,6.63,6.1032,6.0740382433415725,5.967199999999995,6.193609560835392,6.2
6125,6.83,6.747900000000005,6.526058170065422,6.855700000000006,6.739914542516358,6.58
6918,6.89,6.88999999999999,6.863038618702014,6.889899999999988,6.883234654675498,6.89
820,4.78,4.941399999999999,5.053014718968019,4.837600000000003,4.903003679742005,4.78
1643,6.64,6.63999999999999,6.697074248060094,6.639799999999991,6.654218562015019,6.64
6749,6.15,6.149599999999989,6.083865273040655,6.14149999999999,6.131241318260159,6.15
5221,7.259999999999998,7.259999999999994,7.279882046719111,7.260099999999993,7.264995511679775,7.26
2631,6.240000000000001,6.239800000000007,6.240730459937134,6.238800000000008,6.239832614984287,6.24
107,5.51,5.875,5.8071452079844335,5.837900000000002,5.757511301996108,5.36
9976,5.53,5.530799999999989,5.422673720024689,5.4689999999999985,5.488118430006169,5.54
367,5.57,5.562299999999999,5.602758017176527,5.549199999999997,5.571064504294132,5.56
6173,5.61,5.660100000000003,5.348369003963645,5.825499999999998,5.610992250990911,6.24
14164,4.46,6.020299999999999,5.748277072622046,6.007100000000004,5.558919268155512,5.86
2420,7.950000000000001,7.949900000000011,7.904915755071804,7.947900000000013,7.938178938767958,7.95
729,6.9799999999999995,6.98000000000001,6.988928400649638,6.98020000000001,6.982282100162415,6.98
4238,6.97,6.970000000000017,6.9210124292855815,6.970600000000016,6.957903107321403,6.97
6849,7.200000000000002,7.200000000000006,7.179983833993571,7.198500000000008,7.194620958498398,7.2
10146,0.0,0.0,0.0,0.0,0.0,0.0
5385,5.67,5.727900000000003,5.841505304773047,5.742700000000005,5.745526326193264,6.1
5787,5.83,6.515199999999998,6.439241318669734,6.7272000000000025,6.377910329667434,6.65
2388,8.409999999999998,8.41109999999999,8.38839625840237,8.408099999999996,8.404399064600588,8.41
4035,6.47,6.7131,6.340544309557804,6.754299999999997,6.56948607738945,6.73
7136,6.630000000000001,6.629999999999996,6.669274053395532,6.630599999999996,6.639968513348881,6.63
7592,7.310000000000001,7.309999999999985,7.260577179427485,7.309499999999986,7.297519294856865,7.31
11956,7.1599999999999975,7.159999999999999,7.066688145498989,7.160599999999997,7.136822036374745,7.16
4740,6.53,6.530099999999984,6.5492073544670575,6.524199999999988,6.533376838616757,6.53
4119,6.75,6.748800000000001,6.771976823430314,6.750299999999999,6.755269205857578,6.75
510,6.05,6.117599999999999,5.769769502209348,6.012299999999997,5.987417375552336,6.32
700,7.230000000000002,7.23000000000001,7.263622448843068,7.230600000000011,7.238555612210773,7.24
6076,3.82,4.401000000000002,5.2006824676571295,4.578799999999998,4.500120616914282,4.26
10760,7.36,7.363900000000008,7.337268678299578,7.363700000000008,7.356217169574899,7.36
2628,6.36,6.359700000000011,6.382652530871413,6.360800000000009,6.365788132717857,6.36
10767,5.33,5.314099999999999,5.798433789374803,5.038100000000001,5.3701584473437,5.31
1277,6.0,6.000699999999999,5.967815287092397,6.0131,5.995403821773099,6.0
4863,4.82,3.992499999999997,4.435223091006607,4.298999999999997,4.38668077275165,3.43
13031,6.57,6.0817000000000005,5.887430694781961,6.131800000000003,6.167732673695491,5.67
11967,6.950000000000002,6.950000000000006,6.989026256689965,6.9484000000000075,6.959356564172495,6.95
39,6.3,6.300899999999997,6.342550509480464,6.301499999999996,6.311237627370114,6.3
1891,7.78,7.779999999999982,7.762591356029841,7.776799999999985,7.774847839007451,7.78
13018,6.0,6.239599999999997,5.841304420253663,5.748300000000001,5.957301105063415,6.5
13080,7.400000000000004,7.399999999999986,7.4236089460579855,7.400299999999987,7.405977236514491,7.4
7690,6.57,6.5700000000000065,6.531556389321437,6.569400000000005,6.560239097330363,6.57
5306,6.770000000000002,6.769999999999991,6.855496413990599,6.766699999999991,6.790549103497646,6.77
10845,5.84,5.811999999999997,5.543641498123851,5.865399999999998,5.765260374530961,5.67
9341,5.420000000000001,5.4473,5.5122518685686,5.434499999999998,5.453512967142149,5.43
6167,7.420000000000001,7.420099999999991,7.424868246912634,7.42089999999999,7.421467061728154,7.42
10466,6.759999999999999,6.759999999999994,6.678871044949463,6.758999999999994,6.739467761237362,6.76
1303,4.5,5.051000000000001,5.244321475278716,5.630100000000003,5.10635536881968,4.67
10506,4.86,5.664799999999999,5.542958754093539,5.757099999999999,5.456214688523385,4.44
7210,6.4,5.8514,5.333470353698368,5.7297,5.828642588424592,7.29
346,6.09,6.292400000000002,6.335899007058745,6.050600000000004,6.192224751764687,6.42
12025,5.92,5.745500000000002,5.334736014448179,5.671800000000001,5.668009003612045,5.0
8239,5.95,5.940300000000005,5.853578812792424,5.920599999999999,5.916119703198108,5.94
9404,6.22,6.220000000000016,6.207951910941996,6.218800000000012,6.216687977735506,6.22
474,7.610000000000002,7.608700000000012,7.603305612624076,7.61100000000001,7.608251403156025,7.61
4106,5.76,5.623099999999998,5.901043346248461,5.6637999999999975,5.7369858365621145,7.47
13027,7.74,7.740000000000006,7.71712883896282,7.737600000000007,7.733682209740708,7.74
4454,6.8400000000000025,6.84,6.845288354897724,6.839100000000001,6.841097088724432,6.84
2813,5.75,5.7498000000000005,5.64006781564039,5.7231000000000005,5.715741953910097,5.75
8888,5.69,5.7581000000000016,6.113925967484033,5.593699999999996,5.788931491871008,6.04
322,6.830000000000005,6.8299000000000065,6.853437612386426,6.827700000000008,6.835259403096611,6.82
4881,3.49,3.417600000000003,4.4854619710159644,3.708900000000002,3.7754904927539923,3.51
7318,4.69,4.1919,4.573127853959629,4.580099999999999,4.508781963489907,4.88
10196,6.45,6.450000000000004,6.431283998307481,6.449800000000003,6.445270999576872,6.45
13001,6.44,6.4399000000000095,6.452329151173764,6.440400000000008,6.443157287793445,6.44
3613,4.2,5.327899999999999,5.436457808561433,5.180399999999997,5.036189452140357,5.03
5803,7.330000000000002,7.329800000000009,7.330500724019418,7.327800000000009,7.329525181004859,7.32
971,6.740000000000004,6.740000000000006,6.739688311836377,6.740800000000006,6.740122077959099,6.74
7897,7.91,7.910399999999995,7.887242531141412,7.910299999999993,7.9044856327853505,7.91
4043,5.700000000000001,5.700299999999999,5.570171257279873,5.694399999999999,5.6662178143199675,5.7
4048,6.03,5.857599999999998,5.8071452079844335,5.966400000000001,5.915286301996108,5.8
8703,7.58,7.58000000000001,7.552617757264178,7.581800000000008,7.57360443931605,7.58
6131,5.74,5.730800000000006,5.794603017191782,5.744300000000005,5.752425754297948,5.74
2818,4.93,4.926400000000003,5.036335788785394,5.004400000000002,4.97428394719635,4.91
10728,7.5600000000000005,7.5588999999999835,7.579151433700112,7.554299999999988,7.56308785842502,7.56
1201,7.550000000000002,7.549999999999991,7.561382267349569,7.55019999999999,7.552895566837388,7.55
10576,6.919999999999999,6.920199999999993,6.884718879075738,6.921999999999993,6.911729719768931,6.93
7998,5.76,5.5614,6.04551648985271,5.285599999999995,5.663129122463176,2.92
36,7.650000000000001,7.646199999999988,7.637280162573946,7.644799999999988,7.644570040643481,7.64
5623,3.3,4.269699999999997,5.688119697023936,4.362399999999997,4.405054924255983,4.19
5181,5.810000000000001,5.810799999999997,5.71796074953824,5.8012000000000015,5.78499018738456,5.81
11134,6.08,5.822599999999999,5.703018015790754,5.9398,5.886354503947688,5.48
12844,6.4,4.1902,4.9976761107238445,3.657399999999998,4.811319027680961,1.5
6478,7.8,7.79979999999999,7.791040249355632,7.800299999999989,7.797785062338902,7.8
4772,3.78,4.1173,4.031129191388188,4.125900000000001,4.013582297847047,4.3
4635,6.14,5.957199999999999,6.191371028694038,6.554599999999994,6.2107927571735075,6.22
13978,3.29,3.794900000000002,4.059031625841314,3.555799999999999,3.6749329064603287,3.71
4301,7.3600000000000065,7.360100000000012,7.357652942213567,7.362300000000009,7.3600132355533985,7.36
9157,5.28,5.279399999999988,5.1678172266218745,5.284599999999992,5.2529543066554645,5.28
11814,5.37,5.793100000000002,5.909071594820045,5.882,5.7385428987050116,6.23
1288,5.19,5.2191,5.321747594523623,5.1963,5.231786898630906,5.19
12479,7.239999999999999,7.240000000000006,7.203409678589219,7.238600000000007,7.230502419647308,7.24
2400,6.8,6.721700000000003,6.620802259995376,6.7285,6.717750564998845,6.65
8788,7.3400000000000025,7.3400000000000025,7.375164978324563,7.340000000000003,7.348791244581143,7.34
14003,6.0,4.9476,4.9954430000894625,4.4548999999999985,5.099485750022366,2.4
7223,7.41,7.407099999999996,7.418361755544813,7.404599999999992,7.410015438886201,7.41
9469,4.41,4.3622999999999985,4.749398719100594,4.4947,4.504099679775148,4.41
1746,5.450000000000001,5.469200000000001,5.5136413726293165,5.390399999999999,5.45581034315733,5.45
3781,5.58,5.592199999999996,5.479117691938305,5.602799999999999,5.563529422984575,5.59
6706,5.3,5.298500000000006,5.144557306815614,5.295100000000002,5.259539326703905,5.3
7696,5.900000000000001,5.89949999999999,5.781674500883437,5.89059999999999,5.867943625220855,5.9
9711,5.53,5.5361999999999965,5.374159827863119,5.530699999999999,5.492764956965779,5.54
5576,5.909999999999999,5.910100000000003,5.862059163464022,5.902800000000003,5.896239790866007,5.91
9549,6.2700000000000005,6.270199999999991,6.230523592142927,6.270699999999992,6.260355898035727,6.27
11508,7.35,7.349900000000012,7.339464435599749,7.348800000000012,7.347041108899943,7.35
2507,6.39,5.822200000000001,5.7157746608990685,5.8546000000000005,5.945643665224767,5.41
12211,6.47,6.194899999999998,5.830138469600419,6.128099999999996,6.155784617400103,6.05
14055,6.75,4.1314,4.2894536156127625,4.130200000000001,4.8252634039031905,3.67
12248,7.200000000000002,7.200000000000006,7.164825683908759,7.200600000000008,7.191356420977194,7.2
210,7.7,7.70000000000001,7.710198010451923,7.699600000000011,7.7024495026129856,7.7
12697,5.95,5.748099999999999,5.548773873665617,5.678500000000001,5.731343468416405,6.5
1950,3.94,4.571800000000001,5.195233340699668,4.918600000000001,4.656408335174918,4.5
4101,6.41,6.409900000000002,6.328965539901291,6.410300000000001,6.389791384975323,6.41
651,6.35,6.349700000000009,6.410660927927076,6.345500000000011,6.363965231981774,6.35
2206,5.0,5.035299999999999,5.214272969251136,4.847100000000001,5.0241682423127845,5.67
12565,6.96,6.959800000000004,6.959984371734153,6.959200000000005,6.959746092933541,6.96
2615,6.23,6.2357000000000085,6.216119681209957,6.233900000000009,6.228929920302494,6.24
1396,0.0,0.0,0.04718743383071337,0.0,0.011796858457678342,0.0
13130,6.44,6.233999999999998,5.910204059218842,6.308199999999999,6.22310101480471,5.9
9431,7.680000000000002,7.679899999999987,7.627520563749085,7.676699999999988,7.666030140937266,7.68
3461,6.82,6.816700000000003,6.873056602756181,6.8142999999999985,6.831014150689046,6.82
1670,7.6000000000000005,7.600000000000014,7.434507291622857,7.5990000000000135,7.558376822905721,7.6
2320,6.52,6.518399999999991,6.5794367532758296,6.5200999999999905,6.534484188318952,6.52
1952,7.270000000000001,7.26999999999999,7.240456825515125,7.269099999999991,7.262389206378777,7.27
11879,7.3,6.498799999999997,6.152830799065143,6.459299999999997,6.602732699766284,6.2
9205,5.89,5.901799999999991,5.888430917992403,5.884599999999993,5.891207729498096,5.89
10489,5.28,5.8679999999999986,5.778584969949089,5.6428999999999965,5.642371242487272,5.47
10282,7.45,6.320500000000001,5.522411869681692,6.005300000000002,6.324552967420424,6.08
4553,7.13,7.129999999999996,7.112444702169347,7.1295999999999955,7.125511175542335,7.13
11100,6.39,6.3901999999999894,6.3709904655734455,6.39009999999999,6.385322616393356,6.39
9796,6.42,6.4195999999999955,6.409259322694866,6.375099999999996,6.405989830673715,6.42
484,7.3400000000000025,7.3400000000000025,7.330419754640564,7.340500000000003,7.337729938660143,7.34
3689,5.51,5.506499999999997,5.455488086103248,5.503199999999998,5.493797021525811,5.51
898,6.900000000000004,6.900099999999988,6.919452965689022,6.900099999999989,6.90491324142225,6.9
1732,6.060000000000001,6.058999999999994,6.030860976761293,6.051799999999994,6.0504152441903205,6.05
11009,5.04,5.043400000000009,4.976220781089745,5.035300000000007,5.0237301952724405,5.05
4010,6.919999999999999,6.919999999999993,6.919186000105705,6.919999999999993,6.919796500026422,6.92
5257,7.99,7.989000000000008,7.963994602187699,7.984100000000007,7.981773650546929,7.99
9575,7.650000000000001,7.650099999999988,7.652550657657828,7.655699999999991,7.652087664414452,7.65
10391,5.18,5.193900000000002,5.281858461315894,5.1682,5.205989615328974,5.19
11497,6.72,6.7213000000000145,6.774516635582527,6.719200000000013,6.733754158895639,6.72
8059,6.58,6.580500000000005,6.628931914215797,6.583100000000003,6.593132978553951,6.58
1250,4.4,4.226799999999998,4.429195198210003,4.178199999999999,4.308548799552501,4.5
3479,6.96,6.960200000000003,6.925517880223295,6.96140000000001,6.951779470055827,6.96
2435,6.380000000000001,6.379399999999997,6.3722433859690115,6.378099999999998,6.3774358464922525,6.38
4609,6.32,6.320000000000005,6.300092460431936,6.320200000000005,6.315073115107987,6.32
14391,1.67,4.550099999999998,4.9425366613279165,4.6936,3.9640591653319786,5.0
10388,6.650000000000004,6.649999999999988,6.648055497803231,6.649699999999988,6.649438874450803,6.65
5358,6.49,6.492300000000003,6.258905465759496,6.627800000000007,6.467251366439877,6.42
6526,5.85,5.734400000000001,5.680912278679443,5.6934,5.7396780696698615,5.62
2303,5.32,5.3249999999999975,5.205361632213919,5.276499999999999,5.281715408053479,5.33
13914,4.38,4.206999999999999,4.609226486829361,4.447199999999996,4.410856621707339,5.18
12017,6.5600000000000005,6.55999999999999,6.550724389944549,6.560599999999991,6.557831097486132,6.56
582,7.080000000000004,7.080000000000008,7.1400363192617755,7.079200000000009,7.094809079815448,7.08
13501,6.64,6.63979999999999,6.692070650265465,6.636599999999992,6.652117662566361,6.64
718,6.9,5.752299999999996,5.763650442429865,6.2349,6.162712610607465,6.11
8055,7.950000000000001,7.949900000000011,7.904984806270316,7.950400000000011,7.938821201567585,7.95
10024,6.369999999999999,6.369800000000003,6.428495886037351,6.366300000000003,6.383648971509339,6.37
762,6.9399999999999995,6.939800000000012,6.962523569471171,6.940200000000012,6.945630892367799,6.94
11169,7.490000000000001,7.490000000000006,7.459200221725316,7.493000000000004,7.483050055431331,7.49
1870,6.8000000000000025,6.799999999999995,6.8302391613122895,6.799699999999994,6.80748479032807,6.8
12136,6.57,6.150799999999997,5.805646974754032,5.9084999999999965,6.108736743688507,5.17
10549,5.1,5.102500000000005,5.103773827383716,4.985800000000005,5.073018456845931,5.1
8997,0.0,0.0,0.09357128944788229,0.0,0.023392822361970572,0.0
6385,8.64,8.453199999999988,7.792423688568533,8.104699999999994,8.247580922142129,8.66
738,6.19,6.190200000000007,6.1990174431040375,6.1898000000000035,6.192254360776012,6.19
8361,7.93,7.930899999999987,7.901005982684171,7.930499999999996,7.923101495671038,7.93
8539,6.5,6.5,6.492199843932092,6.5,6.498049960983023,6.5
4315,7.200000000000002,7.200400000000007,7.206044189272124,7.201800000000005,7.202061047318034,7.2
11405,6.47,6.470000000000016,6.499565707802621,6.468900000000012,6.477116426950662,6.47
9022,4.99,4.982000000000005,5.078240374789502,4.855299999999999,4.976385093697377,4.99
13605,3.19,4.056399999999997,4.417894071739608,4.025599999999998,3.9224735179349004,4.42
7173,5.8500000000000005,5.8386000000000084,5.87897043689076,5.885900000000005,5.863367609222694,5.85
6177,9.14,9.095400000000001,8.6310502930202,9.068399999999999,8.98371257325505,9.15
13625,5.27,5.271599999999991,5.150432260451269,5.267499999999989,5.239883065112812,5.27
7903,7.39,7.389999999999989,7.394763389571576,7.390799999999989,7.391390847392889,7.39
750,7.310000000000001,7.309999999999985,7.292537042493136,7.311499999999994,7.30600926062328,7.31
9566,7.99,7.986600000000007,7.963994602187699,7.98340000000001,7.98099865054693,7.99
7420,7.25,7.356999999999997,6.747869487443853,7.249700000000001,7.151142371860963,7.22
7562,6.17,6.168199999999997,6.3263111097834575,6.167299999999999,6.207952777445863,6.17
2816,6.160000000000001,6.158500000000003,6.132773823732089,6.160700000000002,6.152993455933024,6.16
1839,4.93,4.944800000000002,4.96182442359473,4.968700000000001,4.951331105898683,4.93
7457,4.94,4.947599999999997,4.963089564732078,5.085499999999998,4.984047391183019,4.95
1275,6.21,5.7303999999999995,5.550487982122194,5.812900000000001,5.825946995530549,5.17
10780,7.05,7.049999999999994,7.013684824874135,7.050499999999992,7.04104620621853,7.05
9854,5.73,5.7026,5.73535032484357,5.6700000000000035,5.709487581210894,5.92
7585,6.21,6.3416,6.488455089086332,6.4199,6.364988772271584,6.32
9282,7.1599999999999975,7.159999999999999,7.131805874743931,7.1599999999999975,7.1529514686859805,7.16
